controlno,Title,Author,Callno,Accession,Copyright,Quantity
82311112558,'Travel tourism and eco-tourism',"Singh, Mahash Chandra",338.4791 S617 10E,37411,2010,1
82311112733,'Tourism planning and management',"Choudhary, Vikash",338.4791 C552 10E,37408,2010,1
82311112910,'Tourism planning and management',"Shrivastava, Atul",338.4791 S561 10E,37407,2010,1
82311113035,'Tourism',"Gill, Pushpinder S.",338.4791 G475 10E,37413,2010,1
82311113149,'Income taxation',"Ampongan, Omar Erasmo G.",336.24 A526 10E,"37421, 37422",2010,2
82311113248,'Transfer and business taxation made easy',"Ballada, Susan",336.2 B188 09E,36415,2009,1
82311113653,'Language and literature assessment',"Go, Mildred B.",306.449 G573 10E,"37371, 37372, 37398",2010,3
82312133531,'General sociology',"Colon, Salvacion M.",301 C719 10E,"37943, 37942",2010,2
82312133734,'International business',McGraw-Hill,338.88 M147 12E,37910,2012,1
82312133830,'An introduction to labor laws and social legislation',"Disini, D. P.",344.01 D611 07E,37842,2007,1
82312133931,'Fundamentals philosophies of education',"Bauzon, Prisciliano T.",370.1 B552 09E,"37941, 37940",2009,2
82312134033,'LET reviewer for topnotchers',"Barbacena, Cherrypyn",370.711 B228 10E,37717,2010,1
82312134134,'How to design and evaluate research in education',"Fraenkel, Jack R.",370.72 F799 10E,37673,2010,1
82312134247,'Principles of teaching 1',"Gacelo, Ester P.",371.3 G121 12E,37840,2012,1
82312134343,'Introduction to counseling and guidance',"Gibson, Robert L.",371.4 G449 08E,37645,2008,1
82312134450,'Thought and expressions',"Flores, Magelende, M.",372.623 F634 09E,37873,2009,1
82312134721,'Thesis writing with confidence',"Bago, Adelaida L.",378.242 B148 11E,"37900, 37901, 37899, 37898",2011,4
82709073221,'Managing food ang nutrition services',"Edelstein, Sari F.",338.476,"36206, 36091",2008,2
82709073514,'Food service management in the Philippines',"Perdigon, Grace P.",338.476 P433 09E,36102,2009,1
82709074116,'Tourism and economic development',"Bishoyi, Deapak",338.4793 B622,36090,2007,1
82709074403,'Tourism and hospitality marketing',"Hudson, Simon",338.4793 H886 08E,36095,2008,1
82709074544,'Tourism marketing for cities and towns',"Kolb, Bonita M.",338.4793 K81,36103,2006,1
82709075401,'Fundamentals of marketing for hospitality and tourism',"Kotler, Philip",338.4793 K87,36104,2006,1
82709075654,'An introduction to labor laws and social legislation',"Disini, D. P.",344.01 D611,36158,2007,1
82709075846,'The family code of the Philippines annotated',"Nolledo, Jose N.",346.015 N793 09E,36159,2009,1
82709080050,'Food security management',"Jayakumar, A.",363.192 J42,36093,2008,1
82709080228,'Special events',"Goldblatt, Joe",394.26068 G618 08E,36100,2008,1
90612132411,'Field study 1-6',"Salana, June P.",370.711 S161 10E,"37819, 37820, 37814, 37815, 37813, 37816, 37818, 37817, 37824, 37823, 37822, 37821",2010,12
90919153554,'Organizational behavior and management in Philippine organizations',"Zarate, Cynthia A.",302.35 Z36 12E,"38220, 38218, 38219",2012,3
90919154051,'Kuraldal atlung ari and lbad bangka nang apung iru',"Tomen, Nina L. B.",305.899218 T656 08E,38365,2008,1
90919154755,'Essential of human behavior in organization',"Salvador, Samuel M.",302.35 S182 11E,38398,2011,1
91009102346,'Organizational behavior',"McShane, Steven L.",302.35 M175 08E,36105,2008,1
91009103727,'Statistics and probability',"Caras, Madeleine S.",310 C261 09E,36169,2009,1
91009120649,'Economics',"Nebres, Abriel M.",330 N362 08E,36186,2008,1
91109074543,'Simplified and procedural handbook on transfer and business taxation',"Aduana, Nick L.",336.2 A244 08E,36157,2008,1
91109075111,'Taxation in the Philippines',"Saguinsin, Artemio T.",336.2 S129 09E,36225,2009,1
91109081708,'Income taxation made available',"Urbano, Bartolome R.",336.24 U72 09E,36155,2009,1
91109081933,'Food beverage and service management',"Metti, M. C.",338.476 M595 08E,36209,2008,1
91109082625,'Food service management in the Philippines',"Perdigon, Grace P.",338.476 P433 09E,36214,2009,1
91109105618,'Microeconomics',"Pindyck, Robert S.",338.5 P648 09E,36190,2009,1
91109111356,'Intermediate microeconomics',"Varian, Hal R.",338.5 V299,36187,2006,1
91109133848,'Introduction to macroeconomics',"Blanchard, Olivier",339 B639 06E,36189,2006,1
91109135652,'The Constitution of the Republic of the Philippines explained',"Nolledo, Jose N.",342.02 N793 09RE,36224,2009,1
91109140313,'Notes in business law (for accountancy students and CPA reviewers)',"Soriano, Fidelito R.",346.07 S714 08E,36161,2008,1
91109151427,'Principles of marketing',"Ac-ac, Maria Victoria M.",380.1 A168 09E,36188,2009,1
91310142540,'Reviewer in management advisory services',"Roque, Rodelio S.",658.1511 R786 10E,36826,2010,1
91310145142,'The new Philippine transfer and business taxes',"Reyes, Virgilio D.",346.0436 R456 10E,"36818, 36817",2010,2
91310145400,'The new income tax law and accounting',"Reyes, Virgilio D.",343.052 R456 10E,"36816, 36815",2010,2
91310150221,'The new quizzer in taxation',"Reyes, Virgilio D.",336.2 R456 10E,36823,2010,1
91509111343,'Guidelines for letter writing',"Nem Singh, Alfredo C.",302.2244 N433,36250,2006,1
91509132045,'Fundamentals of organizational behavior',"DuBrin, Andrew J.",302.35 D819,36108,2009,1
91509133128,'Basic business statiship',"Berenson, Mark L.",310 B489 06E,36150,,1
91509140955,'Philippine taxation handbook',"Duncano, Danilo A.",336.2 D212 09E,36226,2009,1
91509141433,'International business',"Hill, Charles W. L.",338.88 H645 08E,36148,2008,1
91509143413,"'Hotel, restaurant and travel law'","Morris, Karren L.",344.0464 M876,36212,2008,1
91609075204,'The law and teaching profession in the Philippines',"Duka, Cecilio D.",344.07 D877 08E,36156,2008,1
91609095345,'Reviewer for the licensure examination for teachers (LET)',"Duka, Cecilio D.",370.711 D877 07E,36153,2007,1
91812082634,'Total quality management for hospitality and tourism',"Ford, Robert C.",338.4793 F711 12E,37902,2012,1
91812082834,'Marketing for hospitality and tourism',"Kotler, Philips",338.4793 K87 10E,37854,2010,1
91812083128,'Pundasyon sa pagtuturo ng Hekasi sa paaralang elementary',"Agno, Lydia N.",371.3 A274 09E,37863,2009,1
91812083418,'How to teach the Filipino preschool',"Leviste, Joyce V.",371.3 L666 10E,37723,2010,1
91819133908,'The mindful school: how to assess authentic learning',"Burke, Kay",370.1523 B959 99E,34419,1999,1
92619140428,'Basic concepts in Statistics',"Tattao, Luis A.",310 T221 07E,38329,2007,1
92619140554,'Extend of problems and coping mechanisms of children of overseas Filipino Workers',"Lagman, Maricel A.",T 371.4 L175,"40062, 38193",2012,2
92619142041,'LET reviewer',"Tantoco, Luzvimininda F.",370.711 T169 14E,"38520, 38521, 38518, 38519, 38522",2014,5
92904043115,'Drug and substance use among Filipino street children in an urban setting : a qualitative study',"De Jesus, Armando F.",362.29 D326 09E,38728,2009,1
92904043822,'The art of teaching : best practices',Jaime An Lim,371.102 A784 08E,38708,2008,1
92904044359,'Ten must-do steps for top rank classroom learning',"Pagaduan, Angel N.",371.30281 P128 12E,38715,2012,1
92904050258,'Got a question about taxes? ask the tax whiz!',"Abrea, Raymond A.",336.2 A162 14E,38667,2014,1
92904050541,'Who is a good teacher / principal?',"Vishala, Mary",371.1 V822 12E,38705,2012,1
92904051055,'Elements of teaching',"Salandanan, Gloria G.",371.102 S161 12E,38697,2012,1
92904051905,'Contextualizing oral communication',"Antonio, Mary Ann K.",302.2242 A635 11E,38727,2011,1
92904052232,'Facilitating learning : a metacognitive process',"Lucas, Maria Rita D.",370.1523 L933 13E,38694,2013,1
92904052618,'Teacher factor : what I truly learned when I become a teacher ; things everyone should learn too!',"Paguio, George D.",371.102 P128 13E,"38713, 38712",2013,2
92904052952,'Enhancing reading and thinking skills of college students',"Aranda, Ma. Rosario R.",372.474 A662 01E,38732,2001,1
93004023321,'Academic writing skills',"Alamis, Ma. Melvyn P.",302.2244 A318 10E,38730,2010,1
93004023836,'Guidebook in student teaching',"Vega, Violeta A.",370.71 V422 12E,38716,2012,1
93004024142,'Reflections on teaching',"Cerda, Roger Don SJ.",371.102 R281 13E,38707,2013,1
93010111114,'Event management',"Salvador, Germaine Angelica",394.26068 S182 09E,36845,2009,1
93010111310,'Food and beverage laws',"Arora, R K.",344.04232 A769 09E,36881,2009,1
93010111516,'Principles of tourism',"Vibal, Victor R.",338.4791 V624 10E,36848,2010,1
93010111642,'Tourism management',"Verma, Ravindra",338.4791 V522 10E,36853,2010,1
93010111940,'Dynamics of tourism',"Verma, Ravindra",338.4791 V522 DT 10E,36850,2010,1
93010112109,'Second home tourism',"Singh, Mahesh Chandia",338.4791 S617 10E,36851,2010,1
93010112245,'Tourism ethics',"Shrivastara, Atul",338.4791 S561 10E,36854,2010,1
93010112419,'Principles of tourism',"Santos, Buen",338.4791 S237 09E,36846,2009,1
93010112638,'Environment and tourism',Geetanjali,338.4791 G298 10E,36852,2010,1
93010113612,'Sustainable tourism',Gareth Covington,338.4791 C873 10E,36849,2010,1
93010113732,'Tourism',"Goeldner, Charles R.",338.4791 G595 09E,36847,2009,1
93010113924,'Educational tourism',"Choudhary, Vikash",338.4791 C552 ET 10E,36856,2010,1
93010114312,'Business of tourism',"Choudhary, Vikash",338.4791 C552 BT 10E,36855,2010,1
93010114620,'Introduction to food service',"Palacio, June Payne",338.476 P153 09E,36867,2009,1
93010114813,'Food and beverage service fundamentals',"De Asis, Lucio D.",338.476 D285 10E,"36879, 36878",2010,2
93010114943,'Fundamentals of food service management',"Cariño, Celia E.",338.476 C227 09E,"36871, 36875",2009,2
93010115200,'Textbook of food and beverage service',"Arora, R. K.",338.476 A769 09E,36883,2009,1
